NO.,POC ID,POC NAME,REGION,LOCATION,BDR NAME ,,,,
473,0010Y00001QK5u5QAD,SIDE WAY PARK,CENTRAL,MBEZI AFRICANA,ALBERT KILEO,,,,
474,0010Y00000sIkurQAC,MWANANDIO PUB,CENTRAL,BUNJU,AMOS MWANGOMALE,,,,
475,0011n00001p11LBAAY,LUXURY REASORT,CENTRAL,MIVUMONI,DIANA KAWA,,,,
592,,TAXIDO ,CENTRAL,BUZA,AGNES JOSIAH,,,,
476,0010Y00001QK2XCQA1,KAMBARAGE HOTEL,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
477,0010Y00001QK5bQQAT,TERMINAL PUB,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE, ,,,
478,0010Y00001QK5upQAD,BIG BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
479,0010Y00001QK5vMQAT,WASWANU BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
480,0010Y00001QK5woQAD,SHANGWE PUB,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
481,0010Y00001QK5WwQAL,BLUE PARM,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
482,0010Y00001QK5wWQAT,MWANGA BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
483,0010Y00001QK5wxQAD,MALAIKA PUB,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
484,0010Y00001QK5x7QAD,TENGIA BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
485,0010Y00001QK5XIQAL,RAIN BOW BAR,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
486,0010Y00001QK5xAQAT,CHAKO NI CHAKO BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
487,0010Y00001QK5ynQAD,CHANKUKU PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
488,0010Y00001QK5ypQAD,UWISO BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
489,0011n00001kFsgFAAS,PESTANA PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
490,0010Y00000sIkwuQAC,ROMBO BAR,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
491,0010Y00001QK5eSQAT,NYUMBANI PARK,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
492,0010Y00001QK5xjQAD,MALAIKA ANNEX,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
493,0010Y00000sIkptQAC,FLORIDA INN BAR,SOUTH,KIBAHA,CEDRICK KILAJA,,,,
494,0010Y00000sIkroQAC,KILIMANI GROCERY,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
495,0010Y00001QK2SWQA1,MORENA HOTEL,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
496,0010Y00001QK3fjQAD,SNACK BAR,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
497,0010Y00001QK3kUQAT,MAWENZI BAR,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
498,0010Y00001QK4FaQAL,CHEERS PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
499,0010Y00001QK4FdQAL,KIJOTI BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
500,0010Y00001QK4FeQAL,ITEGA PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
501,0010Y00001QK4FiQAL,MASAMA BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
502,0010Y00001QK4FlQAL,EAST AFRICAN PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
503,0010Y00001QK4FnQAL,RESPECT PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
504,0010Y00001QK4FPQA1,KALAHARI PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
505,0010Y00001QK4FQQA1,SHADE PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
506,0010Y00001QK4FtQAL,MWINYI PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
507,0010Y00001QK4FVQA1,MSAE BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
508,0010Y00001QK5a0QAD,RHINO BAR,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
509,0010Y00001QK5b9QAD,BREAK POINT,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
510,0010Y00001QK5bcQAD,KAMA IPO IPO,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
511,0010Y00001QK5bJQAT,GOLD LAND,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
512,0010Y00001QK5boQAD,BEST PUB,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
513,0010Y00001QK5ltQAD,MAGUNILA,SOUTH,MOROGORO URBAN,FRANCIS KIJAZI,,,,
514,0010Y00001QK5vaQAD,MANAA BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
515,0010Y00001QK5vAQAT,MK PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
516,0010Y00001QK5vlQAD,CAPE TOWN,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
517,0010Y00001QK5w8QAD,NEW ATLANTIC BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
518,0010Y00001QK5wAQAT,KAJIMA OPEN BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
519,0010Y00001QK5wDQAT,HAJUSHA RESTAURANT,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
520,0010Y00001QK5whQAD,MASIMBA PUB,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
521,0010Y00001QK5wKQAT,MAMA KESSY GROCERY,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
522,0010Y00001QK5wqQAD,CLUB LA AZIZI,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
523,0010Y00001QK5wrQAD,MAKRIR BAR,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
524,0010Y00001QK5wsQAD,KIBO GARDEN,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
525,0010Y00001QK5wUQAT,MALANJA BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
526,0010Y00001QK5WVQA1,UHURU PARK,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
527,0010Y00001QK5wXQAT,SATURDAY NIGHT BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
528,0010Y00001QK5wyQAD,CORNER GROCERY,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
529,0010Y00001QK5x0QAD,PLATINUM PARK,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
530,0010Y00001QK5x1QAD,KESHUMAN BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
531,0010Y00001QK5X1QAL,JKT BWALO,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
532,0010Y00001QK5x5QAD,WINGS PUB,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
533,0010Y00001QK5xaQAD,ROSE GADERN BAR,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
534,0010Y00001QK5XQQA1,MORO NIGHT,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
535,0010Y00001QK5xWQAT,NGURDOTO PUB,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
536,0010Y00001QK5xyQAD,FOURWAYS BAR,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
537,0010Y00001QK5xYQAT,PUB ALBERTO,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
538,0010Y00001QK5y1QAD,SUPRISE PARK BAR,SOUTH,DODOMA URBAN,RODGERS MAKENGO,,,,
539,0010Y00001QK5Y9QAL,OLDVAI BAR,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
540,0010Y00001QK5yHQAT,NEW MBOMAI PUB,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
541,0010Y00001QK5yiQAD,KWA MOSE PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
542,0010Y00001QK5yMQAT,CHAMA KUBWA PUB,SOUTH,DODOMA URBAN,ESTER MINJA,,,,
543,0010Y00001QK5yRQAT,STELLA BAR,SOUTH,LUBENA ZOMOZI,CEDRICK KILAJA,,,,
544,0010Y00001QK5yTQAT,MAJARIBIO BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
545,0010Y00001QK5yVQAT,THE CROSS PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
546,0010Y00001QK5ywQAD,LIMPOPO BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
547,0010Y00001QK5yWQAT,SUZY BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
548,0010Y00001QK5yxQAD,UPENDO PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
549,0010Y00001QK5yXQAT,GREEN APPLE BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
550,0010Y00001QK5yZQAT,K PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
551,0010Y00001QK5z1QAD,YEKE YEKE PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
552,0010Y00001QK5z4QAD,CHESSBISTRO PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
553,0010Y00001QK5z7QAD,GEORGETOWN BAR,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
554,0010Y00001QK5z9QAD,SPORTLIGHT PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
555,0010Y00001QK6V4QAL,LELO PUB,SOUTH,DODOMA URBAN,CLEMENT MLELWA,,,,
556,0011i000006N3KQAA0,SUPERBITE LOUNGE,SOUTH,MOROGORO URBAN,GODFREY NYAMONGE,,,,
557,0010Y00000sIkqnQAC,DUNDA DUNDA PARK,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
558,0010Y00000sIkvlQAC,NYAMONGO BAR,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
559,0010Y00000sIkxkQAC,STELAMARIS BAR,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
560,0010Y00000sIkyQQAS,TOZO BAR,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
561,0010Y00000sIkzGQAS,ZINGA PUB,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
562,0010Y00000sIkxlQAC,STELAMARIS HOTEL,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
563,0010Y00000sIkz4QAC,CANTELU PUB,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
564,0010Y00001TQctPQAT,KAOLE SNAKE PARK,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
565,0010Y00000sIkqnQAC,DUNDA DUNDA PARK,SOUTH,BAGAMOYO,DAMIANI CHILLE,,,,
566,0010Y00001Wm9qDQAR,IKWETE LODGE AND BAR,SOUTH,VIKINDU,JOHN SIAFU,,,,
567,0010Y00001Wm9MUQAZ,STOP OVER,SOUTH,VIKINDU,JOHN SIAFU,,,,
568,0010Y00001Wm9qmQAB,ASANTE LORGE AND PUB,SOUTH,MWARUSEMBE,JOHN SIAFU,,,,
569,0010Y00001hXt7WQAS,MAKUTANO PARK,SOUTH,VIKINDU,JOHN SIAFU,,,,
570,0010Y00001Wm9NQQAZ,VICTORIA HOTEL AND BAR,SOUTH,KIBITI,JOHN SIAFU,,,,
571,0010Y00001Wm9GjQAJ,MUKTAZA IGO BAR,SOUTH,IKWIRIRI,JOHN SIAFU,,,,
572,0010Y00001Wm9J4QAJ,SERENGETI BAR,SOUTH,IKWIRIRI,JOHN SIAFU,,,,
573,0010Y00001Wm9OJQAZ,ZEBRA ANEX,SOUTH,KIBITI,JOHN SIAFU,,,,
574,0010Y00001Wm9MmQAJ,NYAMWEMBE BAR,SOUTH,KIMANZICHANA,JOHN SIAFU,,,,
575,,ROSH GARDEN,SOUTH,MWANDEGE,JOHN SIAFU,,,,
576,0010Y00001Wm9MEQAZ,LAKI SI PESA BAR,SOUTH,KIMANZICHANA,JOHN SIAFU,,,,
577,0010Y00001Wm9U2QAJ,TOP LIFE,SOUTH,KIMANZICHANA,JOHN SIAFU,,,,
578,0010Y00001Wm9ZgQAJ,BY NIGHT PUB,SOUTH,MKURANGA,JOHN SIAFU,,,,
579,0010Y00001Wm9cQQAR,KIGUZA PUB,SOUTH,MKURANGA,JOHN SIAFU,,,,
580,0011n00001i22x8AAA,LINTU PUB,SOUTH,VIKINDU,JOHN SIAFU,,,,
581,0010Y00001Wm9v3QAB,MAKAVU PUB,SOUTH,VIKINDU,JOHN SIAFU,,,,
593,0010Y00001StbdGQAR,New Tilla bar,SOUTH,MTWARA,Evance Aloyce,,,,
594,0010Y00001StbeTQAR,Magereza club,SOUTH,MTWARA,Evance Aloyce,,,,
595,0010Y00001StbV8QAJ,Mirito bar,SOUTH,MTWARA,Evance Aloyce,,,,
596,0010Y00001StbWPQAZ,Mtwara Villa park,SOUTH,MTWARA,Evance Aloyce,,,,
597,0010Y00001StbXwQAJ,Sweet corner bar,SOUTH,MTWARA,Evance Aloyce,,,,
598,0010Y00001VTmp7QAD,Mrope Grocery,SOUTH,RUANGWA,Fridoline Mashalo,,,,
599,0010Y00001VTo8yQAD,Kingstone Pub,SOUTH,RUANGWA,Evance Aloyce,,,,
600,0010Y00001VToJhQAL,No Stress Pub,SOUTH,NEWALA,Evance Aloyce,,,,
