NO.,POC ID,POC NAME,REGION,LOCATION,BDR NAME ,,,,
244,0010Y00001QK16QAD,NEW OBAMA,NORTH EAST,ARUSHA CITY CENTRE,NAISHIE MOLLEL,,,,
245,00100001QK63JQAT,PEACE POINT,NORTH EAST,ARUSHA CITY CENTRE,NAISHIE MOLLEL,,,,
246,0010Y00001QK16VQAD,THE PLACE,NORTH EAST,ARUSHA CITY CENTRE,NAISHIE MOLLEL,,,,
247,0010Y00001QK62JQAD,ARUSHA RAHA ,NORTH EAST,ARUSHA CITY CENTRE,SUZZANE CHURRY,,,,
248,0010Y00001QK62GQAD,TARAKEA BAR,NORTH EAST,ARUSHA CITY CENTRE,SUZZANE CHURRY,,,,
249,001Y00001QK4FTQAT,NEW SUGAR LAND PAPAA,NORTH EAST,ARUSHA CITY CENTRE,SUZZANE CHURRY,,,,
250,0010Y00001QK62FQAT,BLUE PUB,NORTH EAST,ARUSHA CITY CENTRE,SUZZANE CHURRY,,,,
251,0010Y00001QK66HQAD,ARUSHA NIGHT PARK 1,NORTH EAST,ARUSHA CITY CENTRE,FATMA KIMANTA,,,,
252,001Y00001QK66IQAD,ARUSHA NIGHT PARK 2,NORTH EAST,ARUSHA CITY CENTRE,FATMA KIMANTA,,,,
253,001000001QK66MQAT,SIMBA GRILL,NORTH EAST,ARUSHA CITY CENTRE,FATMA KIMANTA,,,,
254,0010Y00001QK4J3QAD,MOUNT POINT,NORTH EAST,ARUSHA CITY CENTRE,FATMA KIMANTA,,,,
255,0010Y00001QK661QAT,NEW CITY GARDEN,NORTH EAST,ARUSHA CITY CENTRE,FATMA KIMANTA,,,,
256,0010Y00001Stk4wQAB,NEW EDEN BAR & GUEST HOUSE,NORTH EAST,TANGA,GIDEON MWASAPI,,,,
257,0010Y00001StjncQAB,WAZAZI BAR,NORTH EAST,TANGA,GIDEON MWASAPI,,,,
258,0010Y00001Stk60QAR,NEW MGETA BAR,NORTH EAST,TANGA,GIDEON MWASAPI,,,,
259,0010Y00001Stk4mQAB,AMAZONE BAR,NORTH EAST,TANGA,GIDEON MWASAPI,,,,
260,0010Y00001Stk0fQAB,NGOREME PARK,NORTH EAST,TANGA,IPYANA MWASAPENTA,,,,
261,0010Y00001Stk1sQAB,TEXAS BAR,NORTH EAST,PONGWE,IPYANA MWASAPENTA,,,,
262,0010Y00001StjiMQAR,FLORIDA BAR,NORTH EAST,PONGWE,IPYANA MWASAPENTA,,,,
263,0010Y00001aL32IQAS,WHITE HOUSE BAR,NORTH EAST,MUHEZA,IPYANA MWASAPENTA,,,,
264,0011i00000Ak8ujAAB,PANGADECO BAR,NORTH EAST,PANGANI,IPYANA MWASAPENTA,,,,
265,0010Y00001aL2zsQAC,KIVUMBI BAR,NORTH EAST,HALE,IPYANA MWASAPENTA,,,,
266,0011i00000R3FnEAAV,DALLAS PUB,NORTH EAST,MKATA,IPYANA MWASAPENTA,,,,
267,0010Y00001aL38fQAC,REXONA BAR AND GUEST,NORTH EAST,HANDENI,ABUBAKARI NCHIMBI,,,,
268,0010Y00001aL3aoQAC,MSUFINI BAR,NORTH EAST,SONI,ABUBAKARI NCHIMBI,,,,
269,0010Y00001aL3TJQA0,REHEMA SHOP OPPOSITE MAGEREZA,NORTH EAST,KOROGWE,ABUBAKARI NCHIMBI,,,,
270,0010Y00001aL35lQAC,GOOD HOPE GROCERY,NORTH EAST,LUSHOTO,ABUBAKARI NCHIMBI,,,,
271,0010Y00001aL3hfQAC,NGAZI NYINGI GROCERY,NORTH EAST,MOMBO,ABUBAKARI NCHIMBI,,,,
272,0010Y00001UQsP2QAL,TRIPLE D LODGE & BAR,NORTH EAST,HEDARU,JULIUS MELIO,,,,
273,0010Y00001UQsWIQA1,PADECO SAFARI GRILL,NORTH EAST,SAME,JULIUS MELIO,,,,
274,0011i00000AiS1oAAF,NICE PUB,NORTH EAST,SAME,JULIUS MELIO,,,,
275,0010Y00001UQsSVQA1,MBC PARK&GRILL,NORTH EAST,MWANGA,JULIUS MELIO,,,,
276,0010Y00001UQseRQAT,DONALD BAR,NORTH EAST,MGAGAO,JULIUS MELIO,,,,
277,0010Y00001QK4xiQAD,SMALL GAS,NORTH EAST,KINYANGE,JOSEPH MASOY,,,,
278,0010Y00001QK4xZQAT,RIWA SHOP,NORTH EAST,KILEMA,JOSEPH MASOY,,,,
279,0010Y00001QK6BeQAL,MANDELA BAR,NORTH EAST,MWIKA,JOSEPH MASOY,,,,
280,0011n00001kntqGAAQ,KINGSIZE BAR,NORTH EAST,HIMO,JOSEPH MASOY,,,,
281,0010Y00001QK6BYQA1,WTC BAR,NORTH EAST,MARANGU,JOSEPH MASOY,,,,
282,0010Y00001UQHfsQAH,ICE VEGAS,NORTH EAST,TARAKEA,HURBERT MALLYA,,,,
283,0010Y00001TurXeQAJ,KILIMANJARO BAR,NORTH EAST,USERI,HURBERT MALLYA,,,,
284,0010Y00001TwAfAQAV,ROMBO GENERATION BAR,NORTH EAST,MASHATI,HURBERT MALLYA,,,,
285,0010Y00001ZhnmiQAB,ROMBO GARDEN BAR,NORTH EAST,MKUU,HURBERT MALLYA,,,,
286,0010Y00001TPgiaQAD,NAMSHABA SHOP,NORTH EAST,KIBORO,HURBERT MALLYA,,,,
287,0010Y00001TPVmQQAX,SALZBURGER BAR,NORTH EAST,KENI,HURBERT MALLYA,,,,
288,0010Y00001TPENqQAP,SHIA BAR,NORTH EAST,MAMSERA,HURBERT MALLYA,,,,
289,0010Y00001QK69nQAD,FOREST BAR,NORTH EAST,MOSHI,NEEMA LAUWO,,,,
290,0010Y00001QK67LQAT,KINONDONI BAR,NORTH EAST,MOSHI,VICTOR MAKWELI,,,,
291,0010Y00001ha8FQQAY,G8,NORTH EAST,SINGIDA ,JOHN LISAKAFU,,,,
292,0010Y00001ha8IKQAY,KIRIMA LODGING AND BAR.,NORTH EAST,SINGIDA ,ABAS JAMAL,,,,
293,0010Y00001ha85aQAA,SAMAKI PUB,NORTH EAST,SINGIDA ,JOHN LISAKAFU,,,,
294,0010Y00001ha8CWQAY,RWEZAURA BAR,NORTH EAST,SINGIDA ,JOHN LISAKAFU,,,,
295,0010Y00001ha7fXQAQ,STAR CITY,NORTH EAST,SINGIDA ,JOHN LISAKAFU,,,,
296,0010Y00001ha8DyQAI,MBACHO BAR,NORTH EAST,SINGIDA ,JOHN LISAKAFU,,,,
297,0010Y00001ha8IeQAI,SERENGETI BAR,NORTH EAST,SINGIDA ,ABAS JAMAL,,,,
298,0010Y00001ha8BsQAI,NGORO NGORO BAR,NORTH EAST,SINGIDA ,ABAS JAMAL,,,,
299,0010Y00001ha8DPQAY,KILIMANJARO BAR,NORTH EAST,SINGIDA ,ABAS JAMAL,,,,
300,0010Y00001UQrtuQAD,CHINI YA MTI BAR,NORTH EAST,MDORI,TUMAIN BAHA,,,,
301,0011i00000AjO5yAAF,PERFECT BAR,NORTH EAST,BABATI,TUMAIN BAHA,,,,
302,0010Y00001UQsGdQAL,SMART BAR,NORTH EAST,BABATI,TUMAIN BAHA,,,,
303,0010Y00001UQs5BQAT,KABILAS BAR,NORTH EAST,BABATI,TUMAIN BAHA,,,,
304,0010Y00001UQs35QAD,NYUMBANI RESORT,NORTH EAST,BABATI,TUMAIN BAHA,,,,
305,0010Y00001UQrL8QAL,DOUBLE M,NORTH EAST,MTO WA MBU,ELIAKIM RAPHAEL,,,,
306,0010Y00001UQrLIQA1,SCOPION CLUB,NORTH EAST,MTO WA MBU,ELIAKIM RAPHAEL,,,,
307,0010Y00001UQrrsQAD,DIGITAL BAR,NORTH EAST,MTO WA MBU,ELIAKIM RAPHAEL,,,,
308,0010Y00001UQr8nQAD,MANYARA GARDEN,NORTH EAST,KARATU,ELIAKIM RAPHAEL,,,,
309,0010Y00001UQrrEQAT,KANAN BAR,NORTH EAST,KARATU,ELIAKIM RAPHAEL,,,,
310,0010Y00001QK6BDQA1,MONGI BAR,NORTH EAST,MONDULI,FRIDASIYA LYIMO,,,,
311,0010Y00001QK60JQAT,WINS BAR,NORTH EAST,MONDULI,FRIDASIYA LYIMO,,,,
312,0010Y00001QK61FQAT,MJENGONI CLUB,NORTH EAST,OLASITI ROAD,FRIDASIYA LYIMO,,,,
313,0010Y00001QK63lQAD,NGORO NGORO  IN BAR,NORTH EAST,KISONGO,FRIDASIYA LYIMO,,,,
314,0010Y00001QK60DQAT,PRINCESS BAR,NORTH EAST,MROMBO,VIOLET KIDAI,,,,
315,0010Y00001QK60qQAD,THE KILL TIME BAR,NORTH EAST,MROMBO,VIOLET KIDAI,,,,
316,0010Y00001QK60aQAD,THE BRIDGE PUB,NORTH EAST,MROMBO,VIOLET KIDAI,,,,
317,0010Y00001QK60VQAT,CHAMELOT,NORTH EAST,USWAHILINI,VIOLET KIDAI,,,,
318,0010Y00001QK67wQAD,GLADEN BAR,NORTH EAST,SAKINA ,MIDVENT MAX,,,,
319,0011i00000R1utYAAR,PLAN B,NORTH EAST,SAKINA ,MIDVENT MAX,,,,
320,0010Y00001QK66sQAD,CHOICE PUB,NORTH EAST,SAKINA ,MIDVENT MAX,,,,
321,0010Y00001QK68hQAD,LA DM PUB,NORTH EAST,SAKINA ,MIDVENT MAX,,,,
322,0011i00000R0zDDAAZ,SARAFINA TAVERN BAR,NORTH EAST,NAMANGA,GERALD PIUS,,,,
323,0011i00000R0x21AAB,TMT LOUNGE,NORTH EAST,NAMANGA,GERALD PIUS,,,,
324,0010Y00001QK50wQAD,WAKULIMA BAR,NORTH EAST,NAMANGA,GERALD PIUS,,,,
325,0010Y00001QK6B4QAL,GREEN VILLAGE,NORTH EAST,NAMANGA,GERALD PIUS,,,,
582,0010Y00001XrVtgQAF,MLAY GROCEY,NORTH EAST,MOSHI,NEEMA LAUWO,,,,
583,0010Y00001XrVtCQAV,ROBBINS PUB,NORTH EAST,MOSHI,NEEMA LAUWO,,,,
584,,MOSHI PAZURI,NORTH EAST,MOSHI,NEEMA LAUWO,,,,
585,0010Y00001QK66uQAD,VATICAN BAR,NORTH EAST,MOSHI,VICTOR MAKWELI,,,,
586,0010Y00001QK67UQAT,MBOSHO BAR,NORTH EAST,MOSHI,VICTOR MAKWELI,,,,
587,0010Y00001QK67FQAT,CAPE TOWN BAR,NORTH EAST,MOSHI,VICTOR MAKWELI,,,,
588,0010Y00001QK60SQAT,DID INVESTMENT BAR,NORTH EAST,NJIA PANDA,DAVID LYIMO,,,,
589,,KILI EAST BAR,NORTH EAST,MBWARUKI,DAVID LYIMO,,,,
590,0011n00001kntiMAAQ,WHITE HOUSE BAR,NORTH EAST,HOLILI,DAVID LYIMO,,,,
591,0011i00000AiDg4AAF,APPOINTMENT BAR,NORTH EAST,MNAZI,DAVID LYIMO,,,,
326,0010Y00001QK3cDQAT,SUMMER GARDEN,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
327,0010Y00001QK3CRQA1,MAMA LULU PUB,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
328,0010Y00001QK3GxQAL,DOUBLE J PUB,CENTRAL,MBAGALA,BARAKA LEKEY,,,,
329,0010Y00001QK3QPQA1,TOROKA UJE,CENTRAL,MBANDE,HAPPYNESS KUCHUSSA,,,,
330,0010Y00001QK3W2QAL,TAIFA PUB,CENTRAL,TEMEKE,NURU MATHIAS,,,,
331,0010Y00001QK3ZjQAL,MNADANI PUB,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
332,0010Y00001QK3ZkQAL,MAKANDI GARDEN,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
333,0010Y00001QK5GvQAL,ANOTHER ANNEX TULIVU PUB,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
334,0010Y00001QK5GwQAL,NAMPOMBO BAR,CENTRAL,MBANDE,GILBERT MWAMBENE,,,,
335,0010Y00001QK5HiQAL,KAKONKO CENTER,CENTRAL,MBAGALA,GILBERT MWAMBENE,,,,
336,0010Y00001QK5I2QAL,ZUENI PUB,CENTRAL,MBAGALA,BARAKA LEKEY, ,,,
337,0010Y00001QK5QgQAL,SANTIAGO PUB,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
338,0010Y00001QK5R5QAL,BEN BAR,CENTRAL,BUGURUNI,AGNES JOSIAH,,,,
339,0010Y00001QK5VrQAL,UHURU GARDEN,CENTRAL,BUGURUNI,SIXTUSI SENDUYE,,,,
340,0010Y00001QK5VwQAL,MREMIS HOTEL,CENTRAL,BUGURUNI,SIXTUSI SENDUYE,,,,
341,0010Y00001QK5XWQA1,CONTENA BAR,CENTRAL,BUGURUNI,SIXTUSI SENDUYE,,,,
342,0010Y00001VzwWYQAZ,NYAMONGO BAR,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
343,0011n00001p2lCAAAY,GOOGLE SEARCH PUB,CENTRAL,CHAMAZI,GILBERT MWAMBENE,,,,
344,0011n00001q40axAAA,MUSOMA RAHA BAR,CENTRAL,BUGURUNI,SIXTUSI SENDUYE,,,,
345,0010Y00001QK3bpQAD,Y2K POINT,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
346,0010Y00001QK3HyQAL,ARSENAL PUB,CENTRAL,MSONGOLA,MAKOYE RICHARD,,,,
347,0010Y00001QK3LwQAL,EAST LONDON PUB,CENTRAL,BUZA,AGNES JOSIAH,,,,
348,0010Y00001QK3R0QAL,MANYOVU BAR,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
349,0010Y00001QK3VKQA1,VICTORIA PUB,CENTRAL,BANANA,HAPPYNESS KUCHUSSA,,,,
350,0010Y00001QK5HEQA1,CHAMAZI PUB,CENTRAL,CHAMAZI,GILBERT MWAMBENE,,,,
351,0010Y00001QK5QQQA1,BUGAGA BAR,CENTRAL,KITUNDA,BENSON THOBIAS,,,,
352,0010Y00001QK5TBQA1,VISSION PUB,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
353,0010Y00001Txjz9QAB,SILVER TREE PUB,CENTRAL,CHANIKA,MAKOYE RICHARD,,,,
354,0011n00001q434OAAQ,MIRAMBO ANNEX NIGHT CLUB,CENTRAL,BUGURUNI,SIXTUSI SENDUYE,,,,
355,0010Y00001QK3GgQAL,VEGETABLE GARDEN PUB,CENTRAL,KITUNDA,GILBERT MWAMBENE,,,,
356,0010Y00001QK5TsQAL,KISUMA BAR,CENTRAL,TEMEKE,NURU MATHIAS,,,,
357,0010Y00001QK5U1QAL,IMAGE PUB,CENTRAL,TEMEKE,NURU MATHIAS,,,,
358,0011n00001p0zBuAAI,SHAP KONA BAR,CENTRAL,TEMEKE,NURU MATHIAS,,,,
359,0011n00001p5gD9AAI,SUGAR RAY NIGHT CLUB,CENTRAL,TEMEKE,NURU MATHIAS,,,,
360,0010Y00001QK5GyQAL,SUMA BAR,CENTRAL,MBANDE,GILBERT MWAMBENE,,,,
361,0010Y00001QK5HHQA1,MANCHIRA EXECUTIVE AND LODGE,CENTRAL,CHAMAZI,GILBERT MWAMBENE,,,,
362,0010Y00001QK5HLQA1,NEW TEACHER BAR,CENTRAL,CHAMAZI,GILBERT MWAMBENE,,,,
363,0011n00001qNGPSAA4,SUMA WHITE PUB,CENTRAL,MBAGALA,GILBERT MWAMBENE,,,,
364,0011n00001qLl9qAAC,SONATE PUB,CENTRAL,CHANIKA,MAKOYE RICHARD,,,,
365,0010Y00001QK3FQQA1,MANYOSA PUB,CENTRAL,CHANIKA,MAKOYE RICHARD,,,,
366,0010Y00001QK5HBQA1,KONGOWE INN,CENTRAL,KONGOWE,GILBERT MWAMBENE,,,,
367,0010Y00001QK5H7QAL,ITALIAN SAFARI PARK,CENTRAL,CHANIKA,MAKOYE RICHARD,,,,
368,0010Y00001QK3VuQAL,KACHEKA PUB,CENTRAL,KIGAMBONI,HAPPYNESS KUCHUSSA,,,,
369,0010Y00001QK3LwQAL,EAST LONDON PUB,CENTRAL,BUZA,AGNES JOSIAH,,,,
370,0010Y00001QK5S2QAL,SMART PARK,CENTRAL,BENSON THOBIAS,BENSON THOBIAS,,,,
371,0010Y00001QK5SBQA1,AIRTEL PUB,CENTRAL,BENSON THOBIAS,BENSON THOBIAS,,,,
372,0010Y00001QK5SFQA1,BIG JOHNS BAR,CENTRAL,BENSON THOBIAS,BENSON THOBIAS,,,,
373,0010Y00001QK5RoQAL,LENGUYANA PUB,CENTRAL,ELIAS SANGA,ELIAS SANGA,,,,
374,0010Y00001QK3KTQA1,CHEKANAO GROCERY,CENTRAL,ELIAS SANGA,ELIAS SANGA,,,,
375,0010Y00001QK3N2QAL,J.KALAWA GROCERY,CENTRAL,ELIAS SANGA,ELIAS SANGA,,,,
376,0010Y00001QK5T0QAL,JS HOTEL,CENTRAL,NURU MATHIAS,NURU MATHIAS,,,,
377,0010Y00000sIkvLQAS,NEW SIDE WAY PARK,CENTRAL,BUNJU,AMOS MWANGOMALE,,,,
378,0010Y00001QK481QAD,KINGSTONE PARK AND RESORT,CENTRAL,MAKABE,LUPAKISYO MWANJOBE,,,,
379,0010Y00001QK5gCQAT,TERMINAL VILLA PARK,CENTRAL,MBEZI MWISHO,LUPAKISYO MWANJOBE,,,,
380,0010Y00001QK5kfQAD,FOREST PUB,CENTRAL,MBEZI MWISHO,BERTHA MTENGA,,,,
381,0010Y00001QK5ZNQA1,KWASHIRIMA BAR,CENTRAL,UBUNGO EXTERNAL,JOSEPHINE IRENGE,,,,
382,0010Y00000sIkpIQAS,DELSON CLUB,CENTRAL,BUNJU,AMOS MWANGOMALE,,,,
383,0010Y00000sIkqCQAS,GREEN PALM RESORT,CENTRAL,KUNDUCHI,ALBERT KILEO,,,,
384,0010Y00000sIkrxQAC,THE ONE HALL PUB,CENTRAL,TEGETA,DIANA KAWA,,,,
385,0010Y00000sIkrXQAS,KB BAR,CENTRAL,TEGETA,NEEMA MKAMA,,,,
386,0010Y00001f6GR3QAM,THE GREAT PARK,CENTRAL,TABATA,KELVIN SOMI,,,,
387,0010Y00001QK5fDQAT,PANAMA BAR,CENTRAL,KIBAMBA,BERTHA MTENGA,,,,
388,0010Y00001QK5fTQAT,CORNER BAR,CENTRAL,KIBAMBA,BERTHA MTENGA,,,,
389,0010Y00001QK5fuQAD,MTAULI INN,CENTRAL,KIBAMBA,BERTHA MTENGA,,,,
390,0010Y00001QK5mqQAD,TEXAS BAR,CENTRAL,GOBA,DIANA KAWA,,,,
391,0010Y00001QK5u9QAD,JULIANA HOTEL,CENTRAL,MBEZI CHINI,ALBERT KILEO,,,,
392,0010Y00001QK5WiQAL,4040 PUB,CENTRAL,TABATA,JOSEPHAT TERI,,,,
393,0010Y00001QK5X9QAL,KB PARADISE,CENTRAL,TABATA,JOSEPHINE IRENGE,,,,
394,0010Y00001QK5XkQAL,EMERATES RESORT,CENTRAL,TABATA,JOSEPHAT TERI,,,,
395,0010Y00001QK5YLQA1,JON DEE BAR,CENTRAL,KWEMBE,BERTHA MTENGA,,,,
396,0010Y00001YZjRUQA1,KIARANO PUB,CENTRAL,GOBA,DIANA KAWA,,,,
397,0011n00001p32m4AAA,PRINCES BAR,CENTRAL,BOKO,NEEMA MKAMA,,,,
398,0010Y00001QK3hzQAD,MROSO PUB,CENTRAL,KARIAKOO,KELVIN NKYA,,,,
399,0010Y00001QK3m4QAD,BONGOLE BAR,CENTRAL,KIGOGO,DIANA SERIA,,,,
400,0010Y00001QK40KQAT,NANGAI BAR,CENTRAL,KIMARA ROMBO,SARAH MATHIAS,,,,
401,0010Y00001QK48RQAT,SMILE PUB,CENTRAL,MWENGE,HERI UISSO,,,,
402,0010Y00001QK4A2QAL,SMALL GARDEN INN PUB,CENTRAL,KAWE,SILVANUS MUSOMI,,,,
403,0010Y00001QK4BJQA1,FULL DOZE PUB,CENTRAL,MBEZI BEACH,SILVANUS MUSOMI,,,,
404,0010Y00001QK4CEQA1,MSAE PUB,CENTRAL,MBEZI BEACH,SILVANUS MUSOMI,,,,
405,0010Y00001QK5cdQAD,SHENGENA BAR,CENTRAL,MANZESE,DIANA SERIA,,,,
406,0010Y00001QK5ckQAD,EURO96 BAR,CENTRAL,MABIBO,DIANA SERIA,,,,
407,0010Y00001QK5cmQAD,MRINA BAR,CENTRAL,MANZESE,DIANA SERIA,,,,
408,0010Y00001QK5dIQAT,STAR VIEW LODGE $ BAR,CENTRAL,MANZESE,LETICIA JUVENALIS,,,,
409,0010Y00001QK5dNQAT,KATUMBA BAR,CENTRAL,KINONDONI MKWAJUNI,LILIAN NYALUKE,,,,
410,0010Y00001QK5dxQAD,LEGHO BAR,CENTRAL,SINZA,LETICIA JUVENALIS,,,,
411,0010Y00001QK5eFQAT,NEW GARDEN BAR,CENTRAL,MANZESE,LETICIA JUVENALIS,,,,
412,0010Y00001QK5etQAD,SINZA UZURI,CENTRAL,TANDALE,LETICIA JUVENALIS,,,,
413,0010Y00001QK5gLQAT,BARAKA BAR,CENTRAL,MSEWE UBUNGO,SARAH MATHIAS,,,,
414,0010Y00001QK5hKQAT,BABUU BAR,CENTRAL,KINONDONI B,LILIAN NYALUKE,,,,
415,0010Y00001QK5l9QAD,ROYAL GARDEN BAR,CENTRAL,MSASANI,CONRAD RICK,,,,
416,0010Y00001QK5lBQAT,MARYLAND BAR,CENTRAL,MWENGE,HERI UISSO,,,,
417,0010Y00001QK5ljQAD,MIAMI CENTRE,CENTRAL,MWENGE,SILVANUS MUSOMI,,,,
418,0010Y00001QK5nHQAT,STELLAMATUTINA BAR,CENTRAL,MBEZI TANGI BOVU,SILVANUS MUSOMI,,,,
419,0010Y00001QK5XpQAL,MAKUTANO,CENTRAL,KARIAKOO,KELVIN NKYA,,,,
420,0010Y00001QK5Y3QAL,SHWARI BAR,CENTRAL,KARIAKOO,KELVIN NKYA,,,,
421,0011i00000I8rrWAAR,EMMANUEL STORE,CENTRAL,KIJITONYAMA,HERI UISSO,,,,
422,0010Y00001QK3lzQAD,GOOD TIME PARK,CENTRAL,KIGOGO,DIANA SERIA,,,,
423,0010Y00001QK3mQQAT,KING'OLE BAR,CENTRAL,KIGOGO,DIANA SERIA,,,,
424,0010Y00001QK3pPQAT,IBUNGU NIGHT CLUB,CENTRAL,MABIBO,DIANA SERIA,,,,
425,0010Y00001QK3tYQAT,ONLINE PUB,CENTRAL,MANZESE,DIANA SERIA,,,,
426,0010Y00001QK40vQAD,HAIDEN PUB,CENTRAL,KINONDONI B,LILIAN NYALUKE,,,,
427,0010Y00001QK49HQAT,DANNY PUB,CENTRAL,MIKOCHENI,HERI UISSO,,,,
428,0010Y00001QK49vQAD,MASSAE PUB,CENTRAL,KAWE,SILVANUS MUSOMI,,,,
429,0010Y00001QK4A7QAL,MJENGONI PUB,CENTRAL,KAWE BONDENI,SILVANUS MUSOMI,,,,
430,0010Y00001QK4AzQAL,WINNERS PUB,CENTRAL,KAWE,SILVANUS MUSOMI,,,,
431,0010Y00001QK5alQAD,ZIMBABWE RESORT,CENTRAL,MAGOMENI -USALAMA,WINSTON KAAYA,,,,
432,0010Y00001QK5ceQAD,CEBB INN BAR,CENTRAL,MANZESE,DIANA SERIA,,,,
433,0010Y00001QK5cTQAT,NEW  VILLAGE INN,CENTRAL,UBUNGO MAZIWA,LETICIA JUVENALIS,,,,
434,0010Y00001QK5fYQAT,KONA BAR,CENTRAL,KONA KIMARA,SARAH MATHIAS,,,,
435,0010Y00001QK5goQAD,KOROGWE PUB,CENTRAL,KIMARA KOROGWE,SARAH MATHIAS,,,,
436,0010Y00001QK5gOQAT,FOUR WAYS PUB,CENTRAL,KINONDONI MAKABURINI,LILIAN NYALUKE,,,,
437,0010Y00001QK5iBQAT,SERENGETI BAR,CENTRAL,MAKUMBUSHO,CONRAD RICK,,,,
438,0010Y00001QK5jmQAD,CORNER BAR,CENTRAL,SINZA,HERI UISSO,,,,
439,0010Y00001QK5kqQAD,NEW FIVE WAYS BAR,CENTRAL,MIKOCHENI,CONRAD RICK,,,,
440,0010Y00001QK5lDQAT,MIGOMBANI BAR,CENTRAL,SINZA SURVEY,SILVANUS MUSOMI,,,,
441,0010Y00001QK5mfQAD,MSASANI BEACH CLUB,CENTRAL,KAWE,SILVANUS MUSOMI,,,,
442,0010Y00001QK5mvQAD,IPRO BAR,CENTRAL,KAWE,SILVANUS MUSOMI,,,,
443,0010Y00001QK5n6QAD,JAMBO LEE PUB,CENTRAL,KAWE,SILVANUS MUSOMI,,,,
444,0010Y00001QK5tJQAT,COAST BAR,CENTRAL,MBEZI BEACH,SILVANUS MUSOMI,,,,
445,0011n00001ptMiDAAU,TIP TOP BAR,CENTRAL,MANZESE,DIANA SERIA,,,,
446,0011n00001p2i8nAAA,NEFALAND,CENTRAL,MAGOMENI -KAGERA,WINSTON KAAYA,,,,
447,0011n00001q3TjiAAE,MAMA CHALII PUB,CENTRAL,MIKOCHENI,HERI UISSO,,,,
448,0010Y00000sIkqDQAS,HACHA PUB,CENTRAL,BOKO,NEEMA MKAMA,,,,
449,0011i00000GD1jIAAT,5N PUB AND LOUNGE KIMARA,CENTRAL,KIMARA,FATUMA MALUMBO,,,,
450,0010Y00000sIkrjQAC,KILAKI PARK,CENTRAL,MADALE,DIANA KAWA,,,,
451,0010Y00000sIkvBQAS,NDUMWA GARDEN BAR,CENTRAL,BUNJU,AMOS MWANGOMALE,,,,
452,0010Y00000sIkw7QAC,PARKING BAR,CENTRAL,BUNJU,AMOS MWANGOMALE,,,,
453,0010Y00000sIkxFQAS,SATORI  PUB,CENTRAL,BUNJU,AMOS MWANGOMALE,,,,
454,0010Y00001QK4CaQAL,KINZUDI KONA PUB,CENTRAL,KINZUDI,ALBERT KILEO,,,,
455,0010Y00001QK5aBQAT,USESI BAR,CENTRAL,UBUNGO EXTERNAL,JOSEPHINE IRENGE,,,,
456,0010Y00001QK5i5QAD,COMFORT BAR,CENTRAL,MBEZI MWISHO,LUPAKISYO MWANJOBE,,,,
457,0010Y00001QK5VdQAL,G7 PUB,CENTRAL,KIFURU,FATUMA MALUMBO, ,,,
458,0010Y00001QK5VFQA1,BARACUDA BAR,CENTRAL,TABATA,JOSEPHINE IRENGE,,,,
459,0010Y00001QK5VLQA1,NEW KAVESU BAR,CENTRAL,KINYEREZI,KELVIN SOMI,,,,
460,0011i00000I93PGAAZ,LONDON LOUNGE,CENTRAL,UBUNGO EXTERNAL,JOSEPHINE IRENGE,,,,
461,0011i00000R2mZXAAZ,KITAMBA CHEUPE PUB,CENTRAL,TABATA,KELVIN SOMI,,,,
462,0011n00001ozoj6AAA,THE PLACE BAR,CENTRAL,TABATA,KELVIN SOMI,,,,
463,0011n00001pscdDAAQ,TRIPLE B PUB N NIGHT CLUB,CENTRAL,GOBA,DIANA KAWA, ,,,
464,0011n00001qNB3YAAW,NAMANGA PARK,CENTRAL,TEGETA,NEEMA MKAMA,,,,
465,0011i00000COFlTAAX,SP BAR AND LOUNGE,CENTRAL,KIMARA,FATUMA MALUMBO,,,,
466,0010Y00001QK5auQAD,MPAKANI PUB,CENTRAL,KIBAMBA,BERTHA MTENGA,,,,
467,0010Y00001QK5fhQAD,THREEWAYS PUB,CENTRAL,KIBAMBA,BERTHA MTENGA,,,, 
468,0010Y00001QK5XgQAL,LAST CALL BAR,CENTRAL,TABATA,JOSEPHAT TERI,,,,
469,0010Y00001QK5huQAD,SAN SIRO PUB,CENTRAL,MBEZI MWISHO,LUPAKISYO MWANJOBE,,,,
470,,NEW PERFECT PARK,CENTRAL,KIMARA,FATUMA MALUMBO,,,,
471,0010Y00001QK43cQAD,PERFECT BAR,CENTRAL,KIMARA,FATUMA MALUMBO,,,,
472,0011n00001p4HqyAAE,SOWETO PARK,CENTRAL,KIFURU,FATUMA MALUMBO,,,,
